1,1
2,0
3,1
4,0
5,1
6,0
8,1
9,0
10,1
11,0
12,1
13,0
15,1
16,0
17,1
18,0
19,1
20,0
22,1
23,0
24,1
25,0
26,1
27,0
29,1
30,0
31,1
32,0
33,1
34,0
36,1
37,0
38,1
39,0
40,1
41,0
43,1
44,0
45,1
46,0
47,1
48,0
50,1
51,0
52,1
53,0
54,1
55,0
57,1
58,0
59,1
60,0
61,1
62,0
64,1
65,0
66,1
67,0
68,1
69,0
71,1
72,0
73,1
74,0
75,1
76,0
78,1
79,0
80,1
81,0
82,1
83,0
85,1
86,0
87,1
88,0
89,1
90,0
92,1
93,0
94,1
95,0
96,1
97,0
99,1
100,0
101,1
102,0
103,1
104,0
106,1
107,0
108,1
109,0
110,1
111,0
113,1
114,0
115,1
116,0
117,1
118,0
120,1
121,0
122,1
123,0
124,1
125,0
127,1
128,0
129,1
130,0
131,1
132,0
134,1
135,0
136,1
137,0
138,1
139,0
141,1
142,0
143,1
144,0
145,1
146,0
148,1
149,0
150,1
151,0
152,1
153,0
155,1
156,0
157,1
158,0
159,1
160,0
162,1
163,0
164,1
165,0
166,1
167,0
169,1
170,0
171,1
172,0
173,1
174,0
176,1
177,0
178,1
179,0
180,1
181,0
183,1
184,0
185,1
186,0
187,1
188,0
190,1
191,0
192,1
193,0
194,1
195,0
197,1
198,0
199,1
200,0
201,1
202,0
204,1
205,0
206,1
207,0
208,1
209,0
211,1
212,0
213,1
214,0
215,1
216,0
218,1
219,0
220,1
221,0
222,1
223,0
225,1
226,0
227,1
228,0
229,1
230,0
232,1
233,0
234,1
235,0
236,1
237,0
239,1
240,0
241,1
242,0
243,1
244,0
246,1
247,0
248,1
249,0
250,1
251,0
253,1
254,0
255,1
256,0
257,1
258,0
260,1
261,0
262,1
263,0
264,1
265,0
267,1
268,0
269,1
270,0
271,1
272,0
274,1
275,0
276,1
277,0
278,1
279,0
281,1
282,0
283,1
284,0
285,1
286,0
288,1
289,0
290,1
291,0
292,1
293,0
295,1
296,0
297,1
298,0
299,1
300,0
302,1
303,0
304,1
305,0
306,1
307,0
309,1
310,0
311,1
312,0
313,1
314,0
316,1
317,0
318,1
319,0
320,1
321,0
323,1
324,0
325,1
326,0
327,1
328,0
330,1
331,0
332,1
333,0
334,1
335,0
337,1
338,0
339,1
340,0
341,1
342,0
344,1
345,0
346,1
347,0
348,1
349,0
351,1
352,0
353,1
354,0
355,1
356,0
358,1
359,0
360,1
361,0
362,1
363,0
365,1
366,0
367,1
368,0
369,1
370,0
372,1
373,0
374,1
375,0
376,1
377,0
379,1
380,0
381,1
382,0
383,1
384,0
386,1
387,0
388,1
389,0
390,1
391,0
393,1
394,0
395,1
396,0
397,1
398,0
400,1
401,0
402,1
403,0
404,1
405,0
407,1
408,0
409,1
410,0
411,1
412,0
414,1
415,0
416,1
417,0
418,1
419,0
421,1
422,0
423,1
424,0
425,1
426,0
428,1
429,0
430,1
431,0
432,1
433,0
435,1
436,0
437,1
438,0
439,1
440,0
442,1
443,0
444,1
445,0
446,1
447,0
449,1
450,0
451,1
452,0
453,1
454,0
456,1
457,0
458,1
459,0
460,1
461,0
463,1
464,0
465,1
466,0
467,1
468,0
470,1
471,0
472,1
473,0
474,1
475,0
477,1
478,0
479,1
480,0
481,1
482,0
484,1
485,0
486,1
487,0
488,1
489,0
491,1
492,0
493,1
494,0
495,1
496,0
498,1
499,0
500,1
501,0
502,1
503,0
505,1
506,0
507,1
508,0
509,1
510,0
512,1
513,0
514,1
515,0
516,1
517,0
519,1
520,0
521,1
522,0
523,1
524,0
526,1
527,0
528,1
529,0
530,1
531,0
533,1
534,0
535,1
536,0
537,1
538,0
540,1
541,0
542,1
543,0
544,1
545,0
547,1
548,0
549,1
550,0
551,1
552,0
554,1
555,0
556,1
557,0
558,1
559,0
561,1
562,0
563,1
564,0
565,1
566,0
568,1
569,0
570,1
571,0
572,1
573,0
575,1
576,0
577,1
578,0
579,1
580,0
582,1
583,0
584,1
585,0
586,1
587,0
589,1
590,0
591,1
592,0
593,1
594,0
596,1
597,0
598,1
599,0
600,1
601,0
603,1
604,0
605,1
606,0
607,1
608,0
610,1
611,0
612,1
613,0
614,1
615,0
617,1
618,0
619,1
620,0
621,1
622,0
624,1
625,0
626,1
627,0
628,1
629,0
631,1
632,0
633,1
634,0
635,1
636,0
638,1
639,0
640,1
641,0
642,1
643,0
645,1
646,0
647,1
648,0
649,1
650,0
652,1
653,0
654,1
655,0
656,1
657,0
659,1
660,0
661,1
662,0
663,1
664,0
666,1
667,0
668,1
669,0
670,1
671,0
673,1
674,0
675,1
676,0
677,1
678,0
680,1
681,0
682,1
683,0
684,1
685,0
687,1
688,0
689,1
690,0
691,1
692,0
694,1
695,0
696,1
697,0
698,1
699,0
701,1
702,0
703,1
704,0
705,1
706,0
708,1
709,0
710,1
711,0
712,1
713,0
715,1
716,0
717,1
718,0
719,1
720,0
722,1
723,0
724,1
725,0
726,1
727,0
729,1
730,0
731,1
732,0
733,1
734,0
736,1
737,0
738,1
739,0
740,1
741,0
743,1
744,0
745,1
746,0
747,1
748,0
750,1
751,0
752,1
753,0
754,1
755,0
757,1
758,0
759,1
760,0
761,1
762,0
764,1
765,0
766,1
767,0
768,1
769,0
771,1
772,0
773,1
774,0
775,1
776,0
778,1
779,0
780,1
781,0
782,1
783,0
785,1
786,0
787,1
788,0
789,1
790,0
792,1
793,0
794,1
795,0
796,1
797,0
799,1
800,0
801,1
802,0
803,1
804,0
806,1
807,0
808,1
809,0
810,1
811,0
813,1
814,0
815,1
816,0
817,1
818,0
820,1
821,0
822,1
823,0
824,1
825,0
827,1
828,0
829,1
830,0
831,1
832,0
834,1
835,0
836,1
837,0
838,1
839,0
841,1
842,0
843,1
844,0
845,1
846,0
848,1
849,0
850,1
851,0
852,1
853,0
855,1
856,0
857,1
858,0
859,1
860,0
862,1
863,0
864,1
865,0
866,1
867,0
869,1
870,0
871,1
872,0
873,1
874,0
876,1
877,0
878,1
879,0
880,1
881,0
883,1
884,0
885,1
886,0
887,1
888,0
890,1
891,0
892,1
893,0
894,1
895,0
897,1
898,0
899,1
900,0
901,1
902,0
904,1
905,0
906,1
907,0
908,1
909,0
911,1
912,0
913,1
914,0
915,1
916,0
918,1
919,0
920,1
921,0
922,1
923,0
925,1
926,0
927,1
928,0
929,1
930,0
932,1
933,0
934,1
935,0
936,1
937,0
939,1
940,0
941,1
942,0
943,1
944,0
946,1
947,0
948,1
949,0
950,1
951,0
953,1
954,0
955,1
956,0
957,1
958,0
960,1
961,0
962,1
963,0
964,1
965,0
967,1
968,0
969,1
970,0
971,1
972,0
974,1
975,0
976,1
977,0
978,1
979,0
981,1
982,0
983,1
984,0
985,1
